Ensembl_gene	Cancer_type	Gene_name	count
ENSG00000077063	TCGA-BLCA	CTTNBP2	2
ENSG00000080618	TCGA-BLCA	CPB2	2
ENSG00000085871	TCGA-BLCA	MGST2	2
ENSG00000088782	TCGA-BLCA	DEFB127	2
ENSG00000089123	TCGA-BLCA	TASP1	2
ENSG00000101447	TCGA-BLCA	FAM83D	2
ENSG00000103264	TCGA-BLCA	FBXO31	2
ENSG00000104142	TCGA-BLCA	VPS18	2
ENSG00000105676	TCGA-BLCA	ARMC6	2
ENSG00000109956	TCGA-BLCA	B3GAT1	2
ENSG00000111206	TCGA-BLCA	FOXM1	2
ENSG00000116981	TCGA-BLCA	NT5C1A	2
ENSG00000120057	TCGA-BLCA	SFRP5	2
ENSG00000121406	TCGA-BLCA	ZNF549	2
ENSG00000123411	TCGA-BLCA	IKZF4	2
ENSG00000127947	TCGA-BLCA	PTPN12	2
ENSG00000132793	TCGA-BLCA	LPIN3	2
ENSG00000134440	TCGA-BLCA	NARS	2
ENSG00000140367	TCGA-BLCA	UBE2Q2	2
ENSG00000141391	TCGA-BLCA	SLMO1	2
ENSG00000143375	TCGA-BLCA	CGN	2
ENSG00000147160	TCGA-BLCA	AWAT2	2
ENSG00000151790	TCGA-BLCA	TDO2	2
ENSG00000155926	TCGA-BLCA	SLA	2
ENSG00000157954	TCGA-BLCA	WIPI2	2
ENSG00000163792	TCGA-BLCA	TCF23	2
ENSG00000164828	TCGA-BLCA	SUN1	2
ENSG00000166111	TCGA-BLCA	SVOP	2
ENSG00000166507	TCGA-BLCA	NDST2	2
ENSG00000167080	TCGA-BLCA	B4GALNT2	2
ENSG00000171847	TCGA-BLCA	FAM90A1	2
ENSG00000172197	TCGA-BLCA	MBOAT1	2
ENSG00000177200	TCGA-BLCA	CHD9	2
ENSG00000178685	TCGA-BLCA	PARP10	2
ENSG00000182177	TCGA-BLCA	ASB18	2
ENSG00000182253	TCGA-BLCA	SYNM	2
ENSG00000184349	TCGA-BLCA	EFNA5	2
ENSG00000189350	TCGA-BLCA	FAM179A	2
ENSG00000198930	TCGA-BLCA	CSAG1	2
ENSG00000213402	TCGA-BLCA	PTPRCAP	2
ENSG00000239713	TCGA-BLCA	APOBEC3G	2
ENSG00000253309	TCGA-BLCA	SERPINE3	2
ENSG00000272602	TCGA-BLCA	ZNF595	2
ENSG00000001626	TCGA-BRCA	CFTR	2
ENSG00000004468	TCGA-BRCA	CD38	2
ENSG00000007944	TCGA-BRCA	MYLIP	2
ENSG00000008394	TCGA-BRCA	MGST1	2
ENSG00000065665	TCGA-BRCA	SEC61A2	2
ENSG00000067715	TCGA-BRCA	SYT1	2
ENSG00000074410	TCGA-BRCA	CA12	2
ENSG00000078140	TCGA-BRCA	UBE2K	2
ENSG00000079739	TCGA-BRCA	PGM1	2
ENSG00000089091	TCGA-BRCA	DZANK1	2
ENSG00000090104	TCGA-BRCA	RGS1	2
ENSG00000099194	TCGA-BRCA	SCD	2
ENSG00000100744	TCGA-BRCA	GSKIP	2
ENSG00000103051	TCGA-BRCA	COG4	2
ENSG00000103335	TCGA-BRCA	PIEZO1	2
ENSG00000103507	TCGA-BRCA	BCKDK	2
ENSG00000105610	TCGA-BRCA	KLF1	2
ENSG00000105711	TCGA-BRCA	SCN1B	2
ENSG00000106128	TCGA-BRCA	GHRHR	2
ENSG00000106733	TCGA-BRCA	NMRK1	2
ENSG00000106819	TCGA-BRCA	ASPN	2
ENSG00000106993	TCGA-BRCA	CDC37L1	2
ENSG00000108479	TCGA-BRCA	GALK1	2
ENSG00000108506	TCGA-BRCA	INTS2	2
ENSG00000108960	TCGA-BRCA	MMD	2
ENSG00000110107	TCGA-BRCA	PRPF19	2
ENSG00000112294	TCGA-BRCA	ALDH5A1	2
ENSG00000113302	TCGA-BRCA	IL12B	2
ENSG00000113441	TCGA-BRCA	LNPEP	2
ENSG00000115421	TCGA-BRCA	PAPOLG	2
ENSG00000116237	TCGA-BRCA	ICMT	2
ENSG00000116748	TCGA-BRCA	AMPD1	2
ENSG00000118156	TCGA-BRCA	ZNF541	2
ENSG00000118705	TCGA-BRCA	RPN2	2
ENSG00000124006	TCGA-BRCA	OBSL1	2
ENSG00000124701	TCGA-BRCA	APOBEC2	2
ENSG00000124785	TCGA-BRCA	NRN1	2
ENSG00000125037	TCGA-BRCA	EMC3	2
ENSG00000125485	TCGA-BRCA	DDX31	2
ENSG00000125812	TCGA-BRCA	GZF1	2
ENSG00000126003	TCGA-BRCA	PLAGL2	2
ENSG00000127824	TCGA-BRCA	TUBA4A	2
ENSG00000128585	TCGA-BRCA	MKLN1	2
ENSG00000128709	TCGA-BRCA	HOXD9	2
ENSG00000129657	TCGA-BRCA	SEC14L1	2
ENSG00000129749	TCGA-BRCA	CHRNA10	2
ENSG00000130052	TCGA-BRCA	STARD8	2
ENSG00000130159	TCGA-BRCA	ECSIT	2
ENSG00000130305	TCGA-BRCA	NSUN5	2
ENSG00000130638	TCGA-BRCA	ATXN10	2
ENSG00000130701	TCGA-BRCA	RBBP8NL	2
ENSG00000131015	TCGA-BRCA	ULBP2	2
ENSG00000131686	TCGA-BRCA	CA6	2
ENSG00000131831	TCGA-BRCA	RAI2	2
ENSG00000132465	TCGA-BRCA	IGJ	2
ENSG00000134014	TCGA-BRCA	ELP3	2
ENSG00000134443	TCGA-BRCA	GRP	2
ENSG00000135249	TCGA-BRCA	RINT1	2
ENSG00000135451	TCGA-BRCA	TROAP	2
ENSG00000135655	TCGA-BRCA	USP15	2
ENSG00000135821	TCGA-BRCA	GLUL	2
ENSG00000136068	TCGA-BRCA	FLNB	2
ENSG00000137648	TCGA-BRCA	TMPRSS4	2
ENSG00000137876	TCGA-BRCA	RSL24D1	2
ENSG00000138279	TCGA-BRCA	ANXA7	2
ENSG00000140009	TCGA-BRCA	ESR2	2
ENSG00000141293	TCGA-BRCA	SKAP1	2
ENSG00000141314	TCGA-BRCA	RHBDL3	2
ENSG00000141404	TCGA-BRCA	GNAL	2
ENSG00000142871	TCGA-BRCA	CYR61	2
ENSG00000143303	TCGA-BRCA	RRNAD1	2
ENSG00000143436	TCGA-BRCA	MRPL9	2
ENSG00000144647	TCGA-BRCA	POMGNT2	2
ENSG00000144959	TCGA-BRCA	NCEH1	2
ENSG00000145649	TCGA-BRCA	GZMA	2
ENSG00000146731	TCGA-BRCA	CCT6A	2
ENSG00000147647	TCGA-BRCA	DPYS	2
ENSG00000148219	TCGA-BRCA	ASTN2	2
ENSG00000151320	TCGA-BRCA	AKAP6	2
ENSG00000151388	TCGA-BRCA	ADAMTS12	2
ENSG00000152620	TCGA-BRCA	NADK2	2
ENSG00000153303	TCGA-BRCA	FRMD1	2
ENSG00000153563	TCGA-BRCA	CD8A	2
ENSG00000154016	TCGA-BRCA	GRAP	2
ENSG00000154217	TCGA-BRCA	PITPNC1	2
ENSG00000155111	TCGA-BRCA	CDK19	2
ENSG00000155659	TCGA-BRCA	VSIG4	2
ENSG00000157450	TCGA-BRCA	RNF111	2
ENSG00000160193	TCGA-BRCA	WDR4	2
ENSG00000162413	TCGA-BRCA	KLHL21	2
ENSG00000163539	TCGA-BRCA	CLASP2	2
ENSG00000163710	TCGA-BRCA	PCOLCE2	2
ENSG00000163781	TCGA-BRCA	TOPBP1	2
ENSG00000163882	TCGA-BRCA	POLR2H	2
ENSG00000164091	TCGA-BRCA	WDR82	2
ENSG00000164172	TCGA-BRCA	MOCS2	2
ENSG00000164244	TCGA-BRCA	PRRC1	2
ENSG00000165406	TCGA-BRCA	MARCHF8	2
ENSG00000165637	TCGA-BRCA	VDAC2	2
ENSG00000165905	TCGA-BRCA	GYLTL1B	2
ENSG00000166780	TCGA-BRCA	C16orf45	2
ENSG00000167110	TCGA-BRCA	GOLGA2	2
ENSG00000167359	TCGA-BRCA	OR51I1	2
ENSG00000168079	TCGA-BRCA	SCARA5	2
ENSG00000168710	TCGA-BRCA	AHCYL1	2
ENSG00000168899	TCGA-BRCA	VAMP5	2
ENSG00000169592	TCGA-BRCA	INO80E	2
ENSG00000172115	TCGA-BRCA	CYCS	2
ENSG00000172456	TCGA-BRCA	FGGY	2
ENSG00000172785	TCGA-BRCA	CBWD1	2
ENSG00000172795	TCGA-BRCA	DCP2	2
ENSG00000172845	TCGA-BRCA	SP3	2
ENSG00000173207	TCGA-BRCA	CKS1B	2
ENSG00000174453	TCGA-BRCA	VWC2L	2
ENSG00000174871	TCGA-BRCA	CNIH2	2
ENSG00000176624	TCGA-BRCA	MEX3C	2
ENSG00000176884	TCGA-BRCA	GRIN1	2
ENSG00000177380	TCGA-BRCA	PPFIA3	2
ENSG00000177459	TCGA-BRCA	C8orf47	2
ENSG00000178297	TCGA-BRCA	TMPRSS9	2
ENSG00000178363	TCGA-BRCA	CALML3	2
ENSG00000178700	TCGA-BRCA	DHFRL1	2
ENSG00000180098	TCGA-BRCA	TRNAU1AP	2
ENSG00000180998	TCGA-BRCA	GPR137C	2
ENSG00000181009	TCGA-BRCA	OR52N5	2
ENSG00000181625	TCGA-BRCA	SLX1B	2
ENSG00000181778	TCGA-BRCA	TMEM252	2
ENSG00000182759	TCGA-BRCA	MAFA	2
ENSG00000183251	TCGA-BRCA	OR51B4	2
ENSG00000185739	TCGA-BRCA	SRL	2
ENSG00000186063	TCGA-BRCA	AIDA	2
ENSG00000186522	TCGA-BRCA	SEPTIN10	2
ENSG00000186834	TCGA-BRCA	HEXIM1	2
ENSG00000187715	TCGA-BRCA	KBTBD12	2
ENSG00000189013	TCGA-BRCA	KIR2DL4	2
ENSG00000189134	TCGA-BRCA	NKAPL	2
ENSG00000196865	TCGA-BRCA	NHLRC2	2
ENSG00000197329	TCGA-BRCA	PELI1	2
ENSG00000197363	TCGA-BRCA	ZNF517	2
ENSG00000197448	TCGA-BRCA	GSTK1	2
ENSG00000197915	TCGA-BRCA	HRNR	2
ENSG00000198435	TCGA-BRCA	NRARP	2
ENSG00000203785	TCGA-BRCA	SPRR2E	2
ENSG00000204278	TCGA-BRCA	TMEM235	2
ENSG00000204371	TCGA-BRCA	EHMT2	2
ENSG00000204571	TCGA-BRCA	KRTAP5-11	2
ENSG00000205186	TCGA-BRCA	FABP9	2
ENSG00000211456	TCGA-BRCA	SACM1L	2
ENSG00000213445	TCGA-BRCA	SIPA1	2
ENSG00000230989	TCGA-BRCA	HSBP1	2
ENSG00000232119	TCGA-BRCA	MCTS1	2
ENSG00000249884	TCGA-BRCA	RNF103-CHMP3	2
ENSG00000250151	TCGA-BRCA	ARPC4-TTLL3	2
ENSG00000255587	TCGA-BRCA	RAB44	2
ENSG00000257184	TCGA-BRCA	RP1-170O19.20	2
ENSG00000268447	TCGA-BRCA	SSX2B	2
ENSG00000272196	TCGA-BRCA	HIST2H2AA4	2
ENSG00000275410	TCGA-BRCA	HNF1B	2
ENSG00000278588	TCGA-BRCA	H2BC10	2
ENSG00000009307	TCGA-CESC	CSDE1	2
ENSG00000025708	TCGA-CESC	TYMP	2
ENSG00000028116	TCGA-CESC	VRK2	2
ENSG00000075702	TCGA-CESC	WDR62	2
ENSG00000084674	TCGA-CESC	APOB	2
ENSG00000095637	TCGA-CESC	SORBS1	2
ENSG00000099998	TCGA-CESC	GGT5	2
ENSG00000102781	TCGA-CESC	KATNAL1	2
ENSG00000103343	TCGA-CESC	ZNF174	2
ENSG00000116350	TCGA-CESC	SRSF4	2
ENSG00000134308	TCGA-CESC	YWHAQ	2
ENSG00000140297	TCGA-CESC	GCNT3	2
ENSG00000160469	TCGA-CESC	BRSK1	2
ENSG00000163507	TCGA-CESC	KIAA1524	2
ENSG00000163808	TCGA-CESC	KIF15	2
ENSG00000164822	TCGA-CESC	DEFA6	2
ENSG00000165125	TCGA-CESC	TRPV6	2
ENSG00000166435	TCGA-CESC	XRRA1	2
ENSG00000167685	TCGA-CESC	ZNF444	2
ENSG00000168454	TCGA-CESC	TXNDC2	2
ENSG00000169297	TCGA-CESC	NR0B1	2
ENSG00000177303	TCGA-CESC	CASKIN2	2
ENSG00000189299	TCGA-CESC	FOXR2	2
ENSG00000197958	TCGA-CESC	RPL12	2
ENSG00000198131	TCGA-CESC	ZNF544	2
ENSG00000011523	TCGA-CHOL	CEP68	2
ENSG00000055609	TCGA-CHOL	KMT2C	2
ENSG00000079999	TCGA-CHOL	KEAP1	2
ENSG00000087460	TCGA-CHOL	GNAS	2
ENSG00000110048	TCGA-CHOL	OSBP	2
ENSG00000131791	TCGA-CHOL	PRKAB2	2
ENSG00000134982	TCGA-CHOL	APC	2
ENSG00000144792	TCGA-CHOL	ZNF660	2
ENSG00000145675	TCGA-CHOL	PIK3R1	2
ENSG00000168702	TCGA-CHOL	LRP1B	2
ENSG00000185122	TCGA-CHOL	HSF1	2
ENSG00000196367	TCGA-CHOL	TRRAP	2
ENSG00000197757	TCGA-CHOL	HOXC6	2
ENSG00000198471	TCGA-CHOL	RTP2	2
ENSG00000000457	TCGA-COAD	SCYL3	2
ENSG00000011295	TCGA-COAD	TTC19	2
ENSG00000061936	TCGA-COAD	SFSWAP	2
ENSG00000068400	TCGA-COAD	GRIPAP1	2
ENSG00000072080	TCGA-COAD	SPP2	2
ENSG00000099385	TCGA-COAD	BCL7C	2
ENSG00000099814	TCGA-COAD	CEP170B	2
ENSG00000101040	TCGA-COAD	ZMYND8	2
ENSG00000101220	TCGA-COAD	C20orf27	2
ENSG00000103490	TCGA-COAD	PYCARD	2
ENSG00000104613	TCGA-COAD	INTS10	2
ENSG00000111832	TCGA-COAD	RWDD1	2
ENSG00000116882	TCGA-COAD	HAO2	2
ENSG00000117385	TCGA-COAD	LEPRE1	2
ENSG00000129158	TCGA-COAD	SERGEF	2
ENSG00000129535	TCGA-COAD	NRL	2
ENSG00000136840	TCGA-COAD	ST6GALNAC4	2
ENSG00000142871	TCGA-COAD	CYR61	2
ENSG00000143816	TCGA-COAD	WNT9A	2
ENSG00000146276	TCGA-COAD	GABRR1	2
ENSG00000146476	TCGA-COAD	C6orf211	2
ENSG00000146857	TCGA-COAD	STRA8	2
ENSG00000152229	TCGA-COAD	PSTPIP2	2
ENSG00000153208	TCGA-COAD	MERTK	2
ENSG00000154975	TCGA-COAD	CA10	2
ENSG00000156006	TCGA-COAD	NAT2	2
ENSG00000157540	TCGA-COAD	DYRK1A	2
ENSG00000158486	TCGA-COAD	DNAH3	2
ENSG00000162407	TCGA-COAD	PPAP2B	2
ENSG00000162738	TCGA-COAD	VANGL2	2
ENSG00000163743	TCGA-COAD	RCHY1	2
ENSG00000163945	TCGA-COAD	UVSSA	2
ENSG00000164091	TCGA-COAD	WDR82	2
ENSG00000164651	TCGA-COAD	SP8	2
ENSG00000165572	TCGA-COAD	KBTBD6	2
ENSG00000168634	TCGA-COAD	WFDC13	2
ENSG00000171160	TCGA-COAD	MORN4	2
ENSG00000171649	TCGA-COAD	ZIK1	2
ENSG00000172269	TCGA-COAD	DPAGT1	2
ENSG00000172687	TCGA-COAD	ZNF738	2
ENSG00000175548	TCGA-COAD	ALG10B	2
ENSG00000176774	TCGA-COAD	MAGEB18	2
ENSG00000176974	TCGA-COAD	SHMT1	2
ENSG00000177302	TCGA-COAD	TOP3A	2
ENSG00000180979	TCGA-COAD	LRRC57	2
ENSG00000180998	TCGA-COAD	GPR137C	2
ENSG00000183134	TCGA-COAD	PTGDR2	2
ENSG00000183484	TCGA-COAD	GPR132	2
ENSG00000187116	TCGA-COAD	LILRA5	2
ENSG00000188229	TCGA-COAD	TUBB4B	2
ENSG00000196224	TCGA-COAD	KRTAP5-3	2
ENSG00000196419	TCGA-COAD	XRCC6	2
ENSG00000196586	TCGA-COAD	MYO6	2
ENSG00000205339	TCGA-COAD	IPO7	2
ENSG00000225921	TCGA-COAD	NOL7	2
ENSG00000240038	TCGA-COAD	AMY2B	2
ENSG00000256870	TCGA-COAD	SLC5A8	2
ENSG00000274183	TCGA-COAD	H2AB1	2
ENSG00000274749	TCGA-COAD	KRTAP7-1	2
ENSG00000026103	TCGA-DLBC	FAS	2
ENSG00000057657	TCGA-DLBC	PRDM1	2
ENSG00000071626	TCGA-DLBC	DAZAP1	2
ENSG00000077150	TCGA-DLBC	NFKB2	2
ENSG00000077721	TCGA-DLBC	UBE2A	2
ENSG00000104517	TCGA-DLBC	UBR5	2
ENSG00000118503	TCGA-DLBC	TNFAIP3	2
ENSG00000118515	TCGA-DLBC	SGK1	2
ENSG00000125740	TCGA-DLBC	FOSB	2
ENSG00000128052	TCGA-DLBC	KDR	2
ENSG00000132819	TCGA-DLBC	RBM38	2
ENSG00000133639	TCGA-DLBC	BTG1	2
ENSG00000137265	TCGA-DLBC	IRF4	2
ENSG00000139083	TCGA-DLBC	ETV6	2
ENSG00000142867	TCGA-DLBC	BCL10	2
ENSG00000146232	TCGA-DLBC	NFKBIE	2
ENSG00000157873	TCGA-DLBC	TNFRSF14	2
ENSG00000163932	TCGA-DLBC	PRKCD	2
ENSG00000166710	TCGA-DLBC	B2M	2
ENSG00000166888	TCGA-DLBC	STAT6	2
ENSG00000169032	TCGA-DLBC	MAP2K1	2
ENSG00000172175	TCGA-DLBC	MALT1	2
ENSG00000182162	TCGA-DLBC	P2RY8	2
ENSG00000185338	TCGA-DLBC	SOCS1	2
ENSG00000186462	TCGA-DLBC	NAP1L2	2
ENSG00000196159	TCGA-DLBC	FAT4	2
ENSG00000206503	TCGA-DLBC	HLA-A	2
ENSG00000005339	TCGA-ESCA	CREBBP	2
ENSG00000100055	TCGA-ESCA	CYTH4	2
ENSG00000118058	TCGA-ESCA	KMT2A	2
ENSG00000121879	TCGA-ESCA	PIK3CA	2
ENSG00000125968	TCGA-ESCA	ID1	2
ENSG00000138698	TCGA-ESCA	RAP1GDS1	2
ENSG00000139725	TCGA-ESCA	RHOF	2
ENSG00000150938	TCGA-ESCA	CRIM1	2
ENSG00000154065	TCGA-ESCA	ANKRD29	2
ENSG00000204539	TCGA-ESCA	CDSN	2
ENSG00000033327	TCGA-GBM	GAB2	2
ENSG00000047188	TCGA-GBM	YTHDC2	2
ENSG00000049883	TCGA-GBM	PTCD2	2
ENSG00000054116	TCGA-GBM	TRAPPC3	2
ENSG00000056050	TCGA-GBM	C4orf27	2
ENSG00000068971	TCGA-GBM	PPP2R5B	2
ENSG00000072840	TCGA-GBM	EVC	2
ENSG00000075275	TCGA-GBM	CELSR1	2
ENSG00000085999	TCGA-GBM	RAD54L	2
ENSG00000087095	TCGA-GBM	NLK	2
ENSG00000092964	TCGA-GBM	DPYSL2	2
ENSG00000100528	TCGA-GBM	CNIH1	2
ENSG00000104341	TCGA-GBM	LAPTM4B	2
ENSG00000105675	TCGA-GBM	ATP4A	2
ENSG00000106524	TCGA-GBM	ANKMY2	2
ENSG00000107614	TCGA-GBM	TRDMT1	2
ENSG00000109705	TCGA-GBM	NKX3-2	2
ENSG00000111206	TCGA-GBM	FOXM1	2
ENSG00000116584	TCGA-GBM	ARHGEF2	2
ENSG00000117614	TCGA-GBM	SYF2	2
ENSG00000117625	TCGA-GBM	RCOR3	2
ENSG00000120837	TCGA-GBM	NFYB	2
ENSG00000121350	TCGA-GBM	PYROXD1	2
ENSG00000124787	TCGA-GBM	RPP40	2
ENSG00000126709	TCGA-GBM	IFI6	2
ENSG00000126870	TCGA-GBM	WDR60	2
ENSG00000130584	TCGA-GBM	ZBTB46	2
ENSG00000130699	TCGA-GBM	TAF4	2
ENSG00000131378	TCGA-GBM	RFTN1	2
ENSG00000133063	TCGA-GBM	CHIT1	2
ENSG00000133069	TCGA-GBM	TMCC2	2
ENSG00000136052	TCGA-GBM	SLC41A2	2
ENSG00000137996	TCGA-GBM	RTCA	2
ENSG00000138439	TCGA-GBM	FAM117B	2
ENSG00000139218	TCGA-GBM	SCAF11	2
ENSG00000140199	TCGA-GBM	SLC12A6	2
ENSG00000143157	TCGA-GBM	POGK	2
ENSG00000143502	TCGA-GBM	SUSD4	2
ENSG00000143954	TCGA-GBM	REG3G	2
ENSG00000144810	TCGA-GBM	COL8A1	2
ENSG00000145526	TCGA-GBM	CDH18	2
ENSG00000146083	TCGA-GBM	RNF44	2
ENSG00000159527	TCGA-GBM	PGLYRP3	2
ENSG00000160284	TCGA-GBM	SPATC1L	2
ENSG00000162063	TCGA-GBM	CCNF	2
ENSG00000164111	TCGA-GBM	ANXA5	2
ENSG00000164270	TCGA-GBM	HTR4	2
ENSG00000165475	TCGA-GBM	CRYL1	2
ENSG00000166347	TCGA-GBM	CYB5A	2
ENSG00000169129	TCGA-GBM	AFAP1L2	2
ENSG00000169131	TCGA-GBM	ZNF354A	2
ENSG00000169439	TCGA-GBM	SDC2	2
ENSG00000169612	TCGA-GBM	FAM103A1	2
ENSG00000172081	TCGA-GBM	MOB3A	2
ENSG00000172554	TCGA-GBM	SNTG2	2
ENSG00000173546	TCGA-GBM	CSPG4	2
ENSG00000174744	TCGA-GBM	BRMS1	2
ENSG00000176170	TCGA-GBM	SPHK1	2
ENSG00000176244	TCGA-GBM	ACBD7	2
ENSG00000178795	TCGA-GBM	GDPD4	2
ENSG00000178919	TCGA-GBM	FOXE1	2
ENSG00000179918	TCGA-GBM	SEPHS2	2
ENSG00000180318	TCGA-GBM	ALX1	2
ENSG00000182134	TCGA-GBM	TDRKH	2
ENSG00000184661	TCGA-GBM	CDCA2	2
ENSG00000184697	TCGA-GBM	CLDN6	2
ENSG00000185100	TCGA-GBM	ADSSL1	2
ENSG00000185290	TCGA-GBM	NUPR1L	2
ENSG00000185686	TCGA-GBM	PRAME	2
ENSG00000187243	TCGA-GBM	MAGED4B	2
ENSG00000187954	TCGA-GBM	CYHR1	2
ENSG00000188779	TCGA-GBM	SKOR1	2
ENSG00000197603	TCGA-GBM	C5orf42	2
ENSG00000198208	TCGA-GBM	RPS6KL1	2
ENSG00000198492	TCGA-GBM	YTHDF2	2
ENSG00000198722	TCGA-GBM	UNC13B	2
ENSG00000206418	TCGA-GBM	RAB12	2
ENSG00000213416	TCGA-GBM	KRTAP4-12	2
ENSG00000213699	TCGA-GBM	SLC35F6	2
ENSG00000215045	TCGA-GBM	GRID2IP	2
ENSG00000237541	TCGA-GBM	HLA-DQA2	2
ENSG00000241635	TCGA-GBM	UGT1A8	2
ENSG00000242515	TCGA-GBM	UGT1A10	2
ENSG00000250361	TCGA-GBM	GYPB	2
ENSG00000255150	TCGA-GBM	EID3	2
ENSG00000262814	TCGA-GBM	MRPL12	2
ENSG00000267261	TCGA-GBM	CTD-2132N18.3	2
ENSG00000278685	TCGA-GBM	IQCA1L	2
ENSG00000006715	TCGA-HNSC	VPS41	2
ENSG00000035687	TCGA-HNSC	ADSS	2
ENSG00000054654	TCGA-HNSC	SYNE2	2
ENSG00000057294	TCGA-HNSC	PKP2	2
ENSG00000058262	TCGA-HNSC	SEC61A1	2
ENSG00000105392	TCGA-HNSC	CRX	2
ENSG00000110448	TCGA-HNSC	CD5	2
ENSG00000112077	TCGA-HNSC	RHAG	2
ENSG00000113048	TCGA-HNSC	MRPS27	2
ENSG00000118762	TCGA-HNSC	PKD2	2
ENSG00000131381	TCGA-HNSC	ZFYVE20	2
ENSG00000158445	TCGA-HNSC	KCNB1	2
ENSG00000165059	TCGA-HNSC	PRKACG	2
ENSG00000166068	TCGA-HNSC	SPRED1	2
ENSG00000167194	TCGA-HNSC	C16orf92	2
ENSG00000169718	TCGA-HNSC	DUS1L	2
ENSG00000184009	TCGA-HNSC	ACTG1	2
ENSG00000197150	TCGA-HNSC	ABCB8	2
ENSG00000214026	TCGA-HNSC	MRPL23	2
ENSG00000241360	TCGA-HNSC	PDXP	2
ENSG00000243056	TCGA-HNSC	EIF4EBP3	2
ENSG00000275063	TCGA-HNSC	AC233755.1	2
ENSG00000277224	TCGA-HNSC	H2BC7	2
ENSG00000069535	TCGA-KICH	MAOB	2
ENSG00000100348	TCGA-KICH	TXN2	2
ENSG00000125788	TCGA-KICH	DEFB126	2
ENSG00000130038	TCGA-KICH	EFCAB4B	2
ENSG00000136834	TCGA-KICH	OR1J1	2
ENSG00000152223	TCGA-KICH	EPG5	2
ENSG00000152253	TCGA-KICH	SPC25	2
ENSG00000153551	TCGA-KICH	CMTM7	2
ENSG00000164237	TCGA-KICH	CMBL	2
ENSG00000174842	TCGA-KICH	GLMN	2
ENSG00000179002	TCGA-KICH	TAS1R2	2
ENSG00000186226	TCGA-KICH	LCE1E	2
ENSG00000187555	TCGA-KICH	USP7	2
ENSG00000214787	TCGA-KICH	MS4A4E	2
ENSG00000244462	TCGA-KICH	RBM12	2
ENSG00000274419	TCGA-KICH	TBC1D3D	2
ENSG00000275572	TCGA-KICH	GRIFIN	2
ENSG00000011114	TCGA-KIRC	BTBD7	2
ENSG00000023892	TCGA-KIRC	DEF6	2
ENSG00000048162	TCGA-KIRC	NOP16	2
ENSG00000088320	TCGA-KIRC	REM1	2
ENSG00000100151	TCGA-KIRC	PICK1	2
ENSG00000100401	TCGA-KIRC	RANGAP1	2
ENSG00000101236	TCGA-KIRC	RNF24	2
ENSG00000101367	TCGA-KIRC	MAPRE1	2
ENSG00000102871	TCGA-KIRC	TRADD	2
ENSG00000105993	TCGA-KIRC	DNAJB6	2
ENSG00000106100	TCGA-KIRC	NOD1	2
ENSG00000110887	TCGA-KIRC	DAO	2
ENSG00000111358	TCGA-KIRC	GTF2H3	2
ENSG00000112210	TCGA-KIRC	RAB23	2
ENSG00000114491	TCGA-KIRC	UMPS	2
ENSG00000115761	TCGA-KIRC	NOL10	2
ENSG00000115840	TCGA-KIRC	SLC25A12	2
ENSG00000115844	TCGA-KIRC	DLX2	2
ENSG00000116017	TCGA-KIRC	ARID3A	2
ENSG00000116690	TCGA-KIRC	PRG4	2
ENSG00000116991	TCGA-KIRC	SIPA1L2	2
ENSG00000117148	TCGA-KIRC	ACTL8	2
ENSG00000117154	TCGA-KIRC	IGSF21	2
ENSG00000119655	TCGA-KIRC	NPC2	2
ENSG00000124257	TCGA-KIRC	NEURL2	2
ENSG00000128394	TCGA-KIRC	APOBEC3F	2
ENSG00000128578	TCGA-KIRC	STRIP2	2
ENSG00000128655	TCGA-KIRC	PDE11A	2
ENSG00000129071	TCGA-KIRC	MBD4	2
ENSG00000130227	TCGA-KIRC	XPO7	2
ENSG00000131142	TCGA-KIRC	CCL25	2
ENSG00000132330	TCGA-KIRC	SCLY	2
ENSG00000132388	TCGA-KIRC	UBE2G1	2
ENSG00000132768	TCGA-KIRC	DPH2	2
ENSG00000133627	TCGA-KIRC	ACTR3B	2
ENSG00000134285	TCGA-KIRC	FKBP11	2
ENSG00000134504	TCGA-KIRC	KCTD1	2
ENSG00000134538	TCGA-KIRC	SLCO1B1	2
ENSG00000135828	TCGA-KIRC	RNASEL	2
ENSG00000136158	TCGA-KIRC	SPRY2	2
ENSG00000137573	TCGA-KIRC	SULF1	2
ENSG00000139973	TCGA-KIRC	SYT16	2
ENSG00000140368	TCGA-KIRC	PSTPIP1	2
ENSG00000140835	TCGA-KIRC	CHST4	2
ENSG00000143248	TCGA-KIRC	RGS5	2
ENSG00000144668	TCGA-KIRC	ITGA9	2
ENSG00000146540	TCGA-KIRC	C7orf50	2
ENSG00000147885	TCGA-KIRC	IFNA16	2
ENSG00000148943	TCGA-KIRC	LIN7C	2
ENSG00000149932	TCGA-KIRC	TMEM219	2
ENSG00000150269	TCGA-KIRC	OR5M9	2
ENSG00000150750	TCGA-KIRC	C11orf53	2
ENSG00000154342	TCGA-KIRC	WNT3A	2
ENSG00000155099	TCGA-KIRC	TMEM55A	2
ENSG00000156873	TCGA-KIRC	PHKG2	2
ENSG00000157429	TCGA-KIRC	ZNF19	2
ENSG00000162458	TCGA-KIRC	FBLIM1	2
ENSG00000162763	TCGA-KIRC	LRRC52	2
ENSG00000163938	TCGA-KIRC	GNL3	2
ENSG00000164163	TCGA-KIRC	ABCE1	2
